,corp_code,corp_name,corp_eng_name,stock_code,modify_date
0,00434003,다코,Daco corporation, ,20170630
1,00430964,굿앤엘에스,"Good & LS Co.,Ltd.", ,20170630
2,00388953,크레디피아제이십오차유동화전문회사,Credipia 25th Asset Securitization Specialty L.L.C, ,20170630
3,00179984,연방건설산업,youn bao, ,20170630
4,00420143,브룩스피알아이오토메이션잉크,"BROOKS-PRI Automation, Inc.", ,20170630
5,00401111,매경아이비아이,Maekyung International Business Incubator, ,20170630
6,00435534,캐드뱅크,CADBANK, ,20170630
7,00430186,엠와이오피삼차유동화전문유한회사,MYOP III Securitization L.L.C., ,20170630
8,00430201,엠와이오피이차유동화전문유한회사,MYOP II Securitization L.L.C., ,20170630
9,00430210,엠와이오피일차유동화전문유한회사,MYOP I Securitization L.L.C., ,20170630
10,00430229,포스미디어,"Possmedia.Co.,Ltd", ,20170630
11,00140432,축복할렐루야,"Yeun Hung Asia Co., Ltd", ,20170630
12,00426208,한국전자화학, , ,20170630
13,00433262,ConnachtCapitalMarketInvestmentLtd.,Connacht Capital Market Investment Ltd., ,20170630
14,00433749,선진아이티,"Sunjin IT co.,Ltd.", ,20170630
15,00433785,팀스코리아,TIMS KOREA, ,20170630
16,00196079,에넥스하이테크,"ENEXHITECH CO.,LTD", ,20170630
17,00435048,세이스텝바이스텝혼합형펀드,SEI Step by Step Balanced Fund, ,20170630
18,00435057,유리알파헷지채권혼합형펀드,YurieAlphaHedgeBondBalancedFund                   , ,20170630
19,00108843,한기술정보통신,HanTech, ,20170630
20,00443232,다움종합건설, , ,20170630
21,00248293,한국애치슨,Acheson Korea Limited., ,20170630
22,00455662,고은상사, , ,20170630
23,00149318,조흥종합건설,"Chheung construction co.,ltd", ,20170630
24,00451347,유니즈유통,uniz, ,20170630
25,00415105,창대화장품,ChangDae Cosmetics, ,20170630
26,00420824,문화종합건설,"MOONHWA CONSTRUCTION CO., LTD", ,20170630
27,00389439,한국종합미디어,"HAN KOOK MASS MEDIA CO.,LTD", ,20170630
28,00454016,아이펜텍,IPENTEC INC., ,20170630
29,00452072,대홍염공, , ,20170630
30,00437602,지오항공여행사,geoclub.co.kr, ,20170630
31,00365518,헤이아니타코리아,"HeyAnita Korea, Inc.", ,20170630
32,00246967,태산산업개발,"TAESAN INDUSTRIAL DEVELOPMENT.CO.,LTD", ,20170630
33,00445559,군포종합시장, , ,20170630
34,00444657,기우,KIU CORPORATION, ,20170630
35,00448936,라시도,해당없음, ,20170630
36,00405658,예전미디어,yejeon media , ,20170630
37,00410818,세미가,"SEMIGA CO.,Ltd.", ,20170630
38,00416061,대닉스,daenyx, ,20170630
39,00448909,인포핸드,"INFOHAND CO., LTD", ,20170630
40,00445407,지현개발,ZHYUN CO.LTD, ,20170630
41,00421647,한국부동산신탁제일차유동화전문유한회사,Hankook Real Estate Trust first ABS Specialty LLC., ,20170630
42,00421425,ISCCaymanLtd.,ISC Cayman Ltd., ,20170630
43,00423265,연산,"YEONSAN CO., LTD", ,20170630
44,00423292,씨케이알유동화전문유한회사,CKR ABS Specialty L.L.C, ,20170630
45,00420602,디에스피,"DSP CO., LTD", ,20170630
46,00307505,LOMBARDKOREAILIMITED,LOMBARD KOREA I LIMITED, ,20170630
47,00241397,우신투자자문,"Wooshin Investment Management Co., Ltd.", ,20170630
48,00421896,외환카드제오차유동화전문유한회사,KEBCS Securitization 2002-5 Limited, ,20170630
49,00365712,태연, , ,20170630
50,00388616,글로벌금강제일차유동화전문유한회사, , ,20170630
51,00230407,글로벌렌탈,"Global Rental Co., Ltd.", ,20170630
52,00423566,뤼미에르에셋,Lumiere Asset co.Ltd, ,20170630
53,00423274,바사라엔터테인먼트,BASARA Entertainment Inc., ,20170630
54,00419688,대백유동화전문유한회사,"Debec Asset Securitization Specialty Co., Ltd ", ,20170630
55,00419712,아이키키,ikiki, ,20170630
56,00414665,진명씨앤씨,"JIN MYUNG C&C CO.,LTD", ,20170630
57,00421869,한경핫벤처,Hankyung Hotventure, ,20170630
58,00421957,우리부동산제일차유동화전문유한회사,"Woori Real Property 1st Securitization Specialty Co., Ltd.", ,20170630
59,00255442,영진상운, , ,20170630
60,00427517,한국토지신탁제오차유동화전문유한회사,"KOREIT 5th Asset Securitization Specialty Co.,Ltd.", ,20170630
61,00376152,다드림커뮤니케이션,Dadream Communication Inc., ,20170630
62,00382241,ARISAIGASIANSMALLCOMPANIESFUND(L)BHD,ARISAIG ASIAN SMALL COMPANIES FUND(L) BHD, ,20170630
63,00431501,싱가포르개발은행서울지점,THE DEVELOPMENT BANK OF SINGAPORE LTD SEOUL BRANCH, ,20170630
64,00434289,KTB혼합형펀드, , ,20170630
65,00434298,KTB플러스찬스혼합형펀드, , ,20170630
66,00434313,KTB포트폴리오스타혼합형펀드, , ,20170630
67,00434322,KTB에버스타혼합형펀드, , ,20170630
68,00429463,나노이앤씨,"nano enc co, ltd.", ,20170630
69,00429515,지산엔터프라이즈,G-san M&A Consulting, ,20170630
70,00432175,유아이에스코리아,uiskorea, ,20170630
71,00387033,트리플에스유동화전문유한회사,"Triple S Specialty Co., Ltd.", ,20170630
72,00384045,크레디피아제이십일차유동화전문유한회사,Credipia 21st Asset Securitization Specialty L.L.C., ,20170630
73,00431608,싱가포르개발은행,"The Development Bank of Singapore, Singapore", ,20170630
74,00431705,엘지팩토링제일차유동화전문유한회사,"LG Factoring First ABS Specialty Co., Ltd.", ,20170630
75,00430256,이피에스뱅크,"EPS BANK Co., Ltd.", ,20170630
76,00431167,이라이프네트워크,ELIFE NETWORK, ,20170630
77,00432315,덕성,duk-sung, ,20170630
78,00413134,타오건설,"TAO CONSTRUCTION CO.,LTD", ,20170630
79,00435376,장원코리아,"Jang - Won Korea Co., Ltd", ,20170630
80,00110909,대신통상,DAESHIN LTD., ,20170630
81,00220695,서울교육, , ,20170630
82,00211794,보성패션,"BOSUNG FASHION CO., LTD.", ,20170630
83,00454496,넥스탑,nextop, ,20170630
84,00455592,마니빌, , ,20170630
85,00370796,제이엘코프,JL Corp., ,20170630
86,00199401,컴마을,"COMMAEUL CO., LTD.", ,20170630
87,00369596,삼신크리에이션,"SAMSHIN CREATION CO.,LTD.", ,20170630
88,00210078,호한통상,"HO HAN AUSKDR CO.,LTD", ,20170630
89,00363398,케이엠티,KMT Company., ,20170630
90,00110042,대백가구, , ,20170630
91,00364324,청빛산업개발,CHONG BIT Industry Construction, ,20170630
92,00248017,삼양전자,SAMYANG ELECTRONICS CO.LTD., ,20170630
93,00452179,숭민코리아유통,SOONGMIN KOREA, ,20170630
94,00413754,유오티앤씨,UOT&C, ,20170630
95,00343163,한라스페코중공업,Halla-Speco Heavy Industries Ltd., ,20170630
96,00452513,알본,"AL-BORN CO.,LTD.", ,20170630
97,00435978,상일디지털,"Sangildigital Co., Ltd", ,20170630
98,00368153,서전어패럴,"SEOJEON APPAREL CO., LTD.", ,20170630
99,00455149,웰비스트랜스,"WELLVISTRANS Co.,Ltd", ,20170630
100,00249946,한국키엔스,KEYENCE KOREA CORPORATION, ,20170630
101,00110839,대신생명보험,DAISHIN LIFE INSURANCE, ,20170630
102,00293798,대성메디테크,"DAESUNG TECHNOLOGY CO.,LTD.", ,20170630
103,00113119,대한알루미늄공업,Aluminium of Korea Limited, ,20170630
104,00424389,남성엠케이,"NAMSUNG MK CO.,LTD.", ,20170630
105,00424486,씨엠액텍,"CM-Actec Co.,Ltd", ,20170630
106,00224734,한국부동산신탁,"Hankook Real Estate Trust Co., Ltd.", ,20170630
107,00197713,주은산업,"Joo Eun Industrial Co., Ltd.", ,20170630
108,00421948,신엘지프라이머리제이차유동화전문유한회사,"New LG Primary Second Securitization Specialty Co., Ltd.", ,20170630
109,00422381,데코제일차유동화전문유한회사,"DECO First Asset Securitization Specialty Co., Ltd.", ,20170630
110,00350446,뉴스테이트삼차모기지유동화전문유한회사, New State Third Mortgage Asset Securitization Specialty Co. Ltd., ,20170630
111,00396642,엘지수퍼센터,LG SuperCenter Corp., ,20170630
112,00425449,아이클릭세븐,ICLICK7, ,20170630
113,00425458,월드인코레스,"WORLD IN CORES CO.,LTD.", ,20170630
114,00425333,코리아픽시컴,"KOREA PIXYCOM CO,.LTD", ,20170630
115,00424617,산은부동산제사차유동화전문유한회사,KDB Real Estate Fourth Securitization Specialty L.L.C., ,20170630
116,00424006,글로벌자이언트시스템,Global Giant System Co., ,20170630
117,00424051,신클레어,Sinclair Performance Ltd. , ,20170630
118,00403599,에이에스피기업구조조정전문,Advanced Special Planner CRC, ,20170630
119,00425519,Marubeni-ItochuSteelInc.,Marubeni-Itochu Steel Inc., ,20170630
120,00224585,신한,"Shinhan Co., Ltd", ,20170630
121,00429524,우리모아제이차유동화전문유한회사,WooriMore 2nd Asset Securitization Specialty Co., ,20170630
122,00429533,글로벌사모안정혼합형펀드,Global safety mixed fund, ,20170630
123,00432722,파워외환카드제팔차유동화전문유한회사,"Power KEB Card The Eighth Securitization Specialty Co., Ltd.", ,20170630
124,00432786,파워외환카드제오차유동화전문유한회사,"Power KEB Card The Fifth Securitization Specialty Co., Ltd.", ,20170630
125,00429728,영퓨처,"YOUNGFUTURE CO., LTD", ,20170630
126,00428668,코로볼틴펀드리미티드,Coro Voltin Fund Limited, ,20170630
127,00430751,대창크랑크,DAECHANG CRANK CO.LTD, ,20170630
128,00385372,허츠제일차유동화전문유한회사,Herts First Securitization Specialty Ltd., ,20170630
129,00431680,새암교육,Saearm Education Institute, ,20170630
130,00386308,반지종합상가, , ,20170630
131,00256450,동서산업건설(가칭), , ,20170630
132,00290816,대우종합기계(가칭), , ,20170630
133,00291532,대우조선공업(가칭), , ,20170630
134,00127990,삼일상호저축은행, , ,20170630
135,00431565,케이디에스에스,KDSS, ,20170630
136,00399959,비젼케이파트너스,VISION K PARTNERS, ,20170630
137,00430238,리버랜드,riverland, ,20170630
138,00263034,동양선재, , ,20170630
139,00205298,춘천미도파, , ,20170630
140,00431042,거버너스M&A사모펀드3호,Governors M&A Private Placement Fund3, ,20170630
141,00348715,아이앤비골드문브이에이치,"I&B Goldmun VH Co., Ltd.", ,20170630
142,00447964,체리미디어,"CHERRY MEDIA CO., LTD", ,20170630
143,00448361,경원하이텍,Kyonghitech.co.ltd, ,20170630
144,00185851,중원화학,CHOONG WON CHEMICAL CO.LTD, ,20170630
145,00445735,나크나인,naknine co.ltd, ,20170630
146,00385770,동남해상관광호텔, , ,20170630
147,00319245,한성선박,HANSUNG SHIPPING CO.LTD, ,20170630
148,00126502,삼성콘크리트공업,"SAMSUNG CONCRET CO., LTD.", ,20170630
149,00363440,엠알더블유테크노로지,MRW Technologies Ltd, ,20170630
150,00445522,제이에이치홀딩스, , ,20170630
151,00320302,동연산업,"DONGYEUN INDUSTRIAL Co., ltd", ,20170630
152,00444958,우양주택건설,WOO YANG H/B LTD, ,20170630
153,00441836,해진하우징,"Haejin Housing. Co., Ltd", ,20170630
154,00445629,효헌산업,"Hyo Hun Industry, Ltd.", ,20170630
155,00454052,우림산업개발,WOOLIM Industrial development.co.Ltd, ,20170630
156,00454414,에이스하이테크,"Ace-Hitech Co., Ltd.", ,20170630
157,00196857,해표푸드서비스,HAEPYO FOOD SERVICE CO.KR, ,20170630
158,00413383,에프씨산업,F.C CORPORATOIN, ,20170630
159,00225098,극동뉴메릭,"Kuckdong Numeric Co., Ltd.", ,20170630
160,00410304,서울드림랜드, , ,20170630
161,00310998,한국미라이공업,"KOREA MIRAI INDUSTRY CO., LTD", ,20170630
162,00415114,21세기화장품,21Century Cosmetics, ,20170630
163,00451000,광명산업,KWANGMYUNGINDUSTRIAL.CO.LTD, ,20170630
164,00369985,다음솔루션,Daumsolutions Corp., ,20170630
165,00371670,정우조명,JUNG WOO international INC, ,20170630
166,00401430,모바일웰컴,"Mobilewelcom Co., Ltd.", ,20170630
167,00247027,푸른건설,POOREUN CON, ,20170630
168,00144058,월다크,"WORDARK CO.,LTD", ,20170630
169,00416867,길도건업,"GILDO Construction Material Co., Ltd.", ,20170630
170,00456263,원일스포지움, , ,20170630
171,00436339,용인자원,YONG IN JA WON, ,20170630
172,00120748,마산강관,"Masan Steel Tube Works Co.,Ltd", ,20170630
173,00386724,세창철강공업, , ,20170630
174,00255390,재무와정보,Finanl & Information Ltd., ,20170630
175,00455547,대양중공업,"daeyang heavy industrial co.,ltd", ,20170630
176,00233398,이에이지씨,"EAGC CO.,LTD", ,20170630
177,00405065,페타코페트로륨,Petaco Petroleum, ,20170630
178,00425537,MarubeniCorporation,Marubeni Corporation, ,20170630
179,00424158,캐피탈라인,CapitaLine Inc., ,20170630
180,00100920,건설증권,"keon sol securitiesco.,ltd.", ,20170630
181,00370167,일진전자통신,"IL JIN Telecom Electronics Co., Ltd.", ,20170630
182,00409131,오픈솔루션,"OPEN SOLUTION CO.,LTD", ,20170630
183,00424194,AMERICAORIENTALGROUP,AMERICA ORIENTAL GROUP, ,20170630
184,00364713,mvp창업투자,mvp capital co. ltd, ,20170630
185,00408901,라이져,"RISER.CO.,LTD", ,20170630
186,00161170,한라시멘트,LAFARGE HALLA CEMENT CORP., ,20170630
187,00423557,한국알리안츠화재해상보험,"Allianz General Insurance Company Korea Ltd.,", ,20170630
188,00307444,코리아벌처투자,"Korea Vulture Investment Co.,Ltd.", ,20170630
189,00370468,티에스케이지,"TSKG, Inc.", ,20170630
190,00424219,텔레닉스,"TELENIX CO., LTD.", ,20170630
191,00424185,유니텍워터시스템즈,UNITECH WATER SYSTEMS CORP., ,20170630
192,00424556,거륜씨앤씨,KeoRyun C&C, ,20170630
193,00121631,문화,"Mun-Hwa Pencil Co., Ltd", ,20170630
194,00424866,모비도미,mobidomi corp., ,20170630
195,00424884,에이치케이인베스트먼트유동화전문유한회사,"HK Investment Asset Securitization Specialty Co., Ltd.", ,20170630
196,00424927,LiquidmetalTechnologies,Liquidmetal Technologies, ,20170630
197,00423797,모멘타(케이만),Momenta (Cayman) Ltd., ,20170630
198,00433350,KTB프라임8호혼합형사모펀드,KTB Prime 8, ,20170630
199,00433369,유리명품장기채권형사모펀드3호,Yurie MP long3, ,20170630
200,00433378,유리유니콘채권혼합형펀드,Yurie Yunicorn, ,20170630
201,00433387,맥쿼리아이엠엠프라임7호채권형사모펀드,Macquarie-IMM Prime 7, ,20170630
202,00433420,마이에셋애국성장형이호펀드,Patriot Growth Fund 2, ,20170630
203,00433457,채권플러스알파2호펀드,Bond Plus Alpha Fund Ⅱ , ,20170630
204,00433466,마이다스사모프라임안정형2호펀드,Midas Prime Mixed2 Fund, ,20170630
205,00376073,테크포인트,TECPOINT.CO.LTD, ,20170630
206,00234306,부국개발,Bookuk Company. LTD, ,20170630
207,00429418,세닥에듀케이션,Sedaq co., ,20170630
208,00429977,에이치엘홀딩스에스에이,HL Holdings S.A., ,20170630
209,00340786,크레디리요네증권,Credit Lyonnais Sec., ,20170630
210,00218928,케이티인더스트리, , ,20170630
211,00106793,김천상호저축은행,"Kimchun Mutual Savings and Finance Co., Ltd.", ,20170630
212,00378886,이화홀딩스,EHWA HOLDINGS, ,20170630
213,00433484,미래에셋유니온사모혼합형펀드2호,MiraeAsset Union 2, ,20170630
214,00433493,맥쿼리아이엠엠액티브채권형사모펀드3호,Macquarie-IMM Activ3, ,20170630
215,00433509,맥쿼리아이엠엠프라임6호혼합형사모펀드,Macquarie-IMM Prime 6, ,20170630
216,00433518,유리명품장기채권형사모펀드2호,Yurie MP long2, ,20170630
217,00406596,신우쉬핑,"SHINWOO SHIPPING CO., LTD.", ,20170630
218,00443001,동흥컨설팅,dongheung consulting, ,20170630
219,00363741,디조콤,DIZZOCOM Inc., ,20170630
220,00436375,맘모스산업개발, , ,20170630
221,00222277,아성,"Ah Sung Refractories Co., Ltd.", ,20170630
222,00446284,디토정보기술,DITTOTEC, ,20170630
223,00446682,오우디앤씨, , ,20170630
224,00139995,에어웨이엑스프레스,"Airway Express Co., Ltd.", ,20170630
225,00444602,탑월드,"TOP-WORLD CO., LTD", ,20170630
226,00150314,진로종합유통,JINRO MASS-MERCHANDISING INC., ,20170630
227,00231840,케이에프텍,"KFTECH CO., LTD.", ,20170630
228,00236243,나토상사,NATO CORPORATION LTD., ,20170630
229,00309479,지오이네트,Zoi.Net, ,20170630
230,00447034,이십일세기종합건설,21st Century construction co.ltd, ,20170630
231,00447496,일현건설,ILHYUN construction co. ltd, ,20170630
232,00300928,삼영기공,samyoung, ,20170630
233,00317566,삼능주택,Samneung housing.Co.Ltd, ,20170630
234,00412001,동해,DONG HAE Co. Ltd, ,20170630
235,00155407,풍광직물, , ,20170630
236,00443542,기성텍스타일,Kisung Textile Co.Ltd, ,20170630
237,00179726,제텍스바론,"XETEX&BARON CO,LTD", ,20170630
238,00300982,국제개발,"KUK JE DEVELOPMETN CO., LTD.", ,20170630
239,00298818,유유후마킬라,"YU YU FU MAKILLA CO., LTD.", ,20170630
240,00424644,피앤씨미디어,Publication&Communication Media Incorporated, ,20170630
241,00350570,비앤에프투자자문,"B&F Asset Management Co.,Ltd.", ,20170630
242,00424316,한국부동산신탁제이차유동화전문유한회사,Hankook Real Estate Trust 2nd ABS Specialty LLC.., ,20170630
243,00368551,에이텍,A TECH LTD, ,20170630
244,00424307,덕경종합건설,DUCK KYUNG GENERAL CONSTRUCTION, ,20170630
245,00425078,글로벌스페셜혼합형사모펀드,GLOBAL SPECIAL BALANCED PRIVATE PLACEMENT FUND, ,20170630
246,00154499,태화,"Tae Hwa Co., Ltd.", ,20170630
247,00424653,씨앤앰유동화전문유한회사,C&M Securitization Specialty L.L.C., ,20170630
248,00414522,온누리방송,"ONNURI CATV CO., LTD.", ,20170630
249,00425120,케이티엠,(주)K.T.M, ,20170630
250,00356723,아이앤비골드문컨설팅,I&B Goldmun Consulting Co., ,20170630
251,00375506,동국제강제일차유동화전문유한회사,Dongkuk Steel Mill First Asset Securitization Specailty Co., ,20170630
252,00424769,밸류노믹스기업구조조정전문회사,"VALUENOMICS CRC CO., LTD.", ,20170630
253,00223300,조창,"JO CHANG CO., LTD.", ,20170630
254,00360294,영지통상,"youngji corporation co.,ltd", ,20170630
255,00425209,RosewellConsulting&InvestmentLtd.,Rosewell Consulting & Investment Ltd., ,20170630
256,00433527,유리시티즌장기채권형사모펀드,Yurie Citizen , ,20170630
257,00433536,KTB장기채권형사모펀드3호,KTB Long 3, ,20170630
258,00433545,KTB장기채권형사모펀드4호,KTB Long 4, ,20170630
259,00433554,맥쿼리아이엠엠포세이돈채권형사모펀드4호,Macquarie-IMM Poseidon 4, ,20170630
260,00433563,마이에셋애국안정형1호펀드,Patriot Balanced Ⅰ Fund, ,20170630
261,00434702,노보스,"NOVOS, Incorporated", ,20170630
262,00434711,세이유니온채권혼합형사모펀드,SEI   Union Fixed Income Balanced Private Placement Fund, ,20170630
263,00434720,LG드림혼합형펀드,LG Dream Balanced Fund                            , ,20170630
264,00434739,알파그로스주식형펀드,Alpha Growth Equity Fund, ,20170630
265,00434748,유리알파헷지채권혼합형사모펀드,YuieAlphaHedgeFixedIncomeBalancedPrivatePlacement , ,20170630
266,00434757,알파헷지이기욱혼합형펀드,Alpha Hedge LEE KI WOOK Fixed Income Balanced Private Placement Fund, ,20170630
267,00434775,맥쿼리IMM홀인원채권형펀드,Mac-IMM HOLE-IN-ONE  Fixed Income Fund            , ,20170630
268,00434793,유리시장중립채권형사모펀드,Yurie Market Neutral Fixed Income Private Fund    , ,20170630
269,00434809,유리알파30채권혼합형사모펀드,Yurie Alpha30 Fixed Income Balanced               , ,20170630
270,00432573,파워외환카드제사차유동화전문유한회사,"Power KEB Card The Fourth Securitization Specialty Co., Ltd.", ,20170630
271,00432607,파워외환카드제이차유동화전문유한회사,"Power KEB Card The Second Securitization Specialty Co., Ltd.", ,20170630
272,00432643,케드제이차유동화전문유한회사,"Ked 2nd Securitization Specialty Co., Ltd", ,20170630
273,00323390,굿윌경영자문,"Goodwill CRC Co.,Ltd", ,20170630
274,00412861,국제금속산업,Kukje metal, ,20170630
275,00443913,덕정무역,"DUCK JUNG TRADING CO.,LTD", ,20170630
276,00315179,삼성코닝마이크로옵틱스,"Samsung Corning Micro Optics Co., Ltd.", ,20170630
277,00165264,혜성건설,"HYESUNG CONSTRUCTION.CO.,LTD", ,20170630
278,00368171,코스모에쿼티파트너스,Cosmo Equity Partners Inc., ,20170630
279,00369480,경빈,KYUNG BIN, ,20170630
280,00446196,내외시스템,"nwsystems. co., ltd", ,20170630
281,00108311,태승어패럴,"taeseung apparel Co., Ltd", ,20170630
282,00105615,금동조명,"KUMDONG LIGHTING CO., LTD", ,20170630
283,00360197,태광정밀공업, , ,20170630
284,00360364,게르마니셀로이드코리아,"Germanischer Lloyd Korea Co., Ltd.", ,20170630
285,00366720,청우제강, , ,20170630
286,00273536,필리아텔레콤,"Philia telecom co.,ltd", ,20170630
287,00443375,진도개발,JIN DO, ,20170630
288,00447511,만남과축복, , ,20170630
289,00403872,영상산업,"young sang industrial co.,ltd", ,20170630
290,00441757,쌈솔,SSAMSOL CO.LTD, ,20170630
291,00445221,링크테크21,"Link Tech21 Co.,Ltd", ,20170630
292,00448769,건화메디팜,"Gunwhamedpharm.co.,ltd", ,20170630
293,00351357,윈윈창업투자,"win win venture capital co., LTD", ,20170630
294,00371333,지티웹코리아,"GTWeb Korea,Inc.", ,20170630
295,00392716,트랜스미디어매니지먼트,Transmedia Management Limited, ,20170630
296,00424398,남성유통,"NAMSUNG DISTRIBUTOR CO.,LTD.", ,20170630
297,00380322,무지개유동화전문유한회사,"Rainbow Specialty Securitization Co. , Ltd", ,20170630
298,00387264,엘지화학제일차유동화전문유한회사,"LG Chem,Ltd.First Asset Securitization Specialty Co.", ,20170630
299,00425379,페가수스캐피탈아시아,"Pegasus Capital Asia, inc", ,20170630
300,00421595,한솔케미언스제일차유동화전문유한회사,Hansolchemians first securitization Specialty L.L.C, ,20170630
301,00128564,삼천리M&C,"Samchully M&C Co.,Ltd.", ,20170630
302,00304757,넥스트디앤드에스,Next D&S, ,20170630
303,00407142,드림라인제일차유동화전문유한회사,"Dreamline 1st Securitization Specialty Co.,Ltd", ,20170630
304,00408044,동국산업제일차유동화전문유한회사,Dongkuk Industries First Asset Securitization Specialty Co., ,20170630
305,00112387,휴먼이노텍,Human Innotek, ,20170630
306,00423539,자도,JADO CORPORATION, ,20170630
307,00103981,광전자INT,Information Network Technology. Corp., ,20170630
308,00416478,굿케이디비제삼차유동화전문유한회사,"Good-KDB 3rd Securitization Specialty Co., Ltd", ,20170630
309,00418801,신엑스퍼트유동화전문,"New Expert ABS Specialty Co., Ltd.", ,20170630
310,00419332,비발디제일차유동화전문유한회사,"Vivaldi First Asset Securitization Speialty Co., Ltd.", ,20170630
311,00418078,두산위브유동화전문유한회사,DSCE Wive Securitization Specialty Ltd., ,20170630
312,00419651,코오롱폴리스유동화전문유한회사,Kolonpolis Securitization Specialty Ltd., ,20170630
313,00251695,메디캐피탈,"MEDICAPITAL,CO.,LTD", ,20170630
314,00432661,파워외환카드제삼차유동화전문유한회사,"Power KEB Card The Third Securitization Specialty Co., Ltd.", ,20170630
315,00430858,에이치에스비프로퍼티원인베스트먼트유동화전문유한회사,"HSB Property One Investment Securitization Specialty Co., LTD.", ,20170630
316,00432670,서상금속,"Seo Sang Metal Co., Ltd.", ,20170630
317,00434827,세이한가족주식형펀드,SEI Family Equity Type Fund, ,20170630
318,00434872,알파크레디트플러스채권형펀드,Alpha Credit Plus Fixed Income Fund               , ,20170630
319,00434881,알파국공채채권형사모펀드,Alpha Government & Fixed Income Private Placement Fund, ,20170630
320,00434906,세이에이스알파혼합형펀드,SEI Ace Alpha Balanced Fund, ,20170630
321,00434915,맥쿼리IMM코리아플러스채권형펀드,MacquarieIMM Korea Plus Bond Fund                 , ,20170630
322,00434924,맥쿼리IMM마켓뉴트럴혼합형사모펀드,Mac-IMM Market Neutral Balanced Private.          , ,20170630
323,00434933,세이원채권형펀드,SEI  One Fixed Income Fund, ,20170630
324,00435093,그레이터차이나1호사모펀드,Greater China 1 Private Placement Fund, ,20170630
325,00435109,윌러스,WILUS.Inc, ,20170630
326,00431820,디베스트사모엠엔에이펀드일호, , ,20170630
327,00398525,미래에셋프리미어전환혼합형이호펀드,Miraeasset Premier Balanced Fund 2, ,20170630
328,00260967,디지텔,"DIGITEL CO.,LTD", ,20170630
329,00378956,유리세이프롱숏채권혼합형펀드,Yurie Safe Long Short Balanced Fund, ,20170630
330,00164104,리젠트화재보험,"Regent Insurance Co.,Ltd", ,20170630
331,00101266,경남리스금융,"kyongnam leasing co., ltd", ,20170630
332,00412834,굿머니,"Good money Co., Ltd.", ,20170630
333,00226343,한소닉테크,"HANSONIC TECH CO., LTD", ,20170630
334,00150147,지산개발,JISAN DEVELOPMENT CO., ,20170630
335,00416937,지구환경산업, , ,20170630
336,00132497,성도통상,Sung Do Tong Sang, ,20170630
337,00216461,에프샵,"F Sharp Co., Ltd.", ,20170630
338,00369301,근영전자통신,"Keun Young Electronics & Communication Co., Ltd.", ,20170630
339,00360106,보해주정,"Bohae Alcohol Co., Ltd.", ,20170630
340,00410483,윈스텍,"WINSTEC.CO.,LTD", ,20170630
341,00409928,조한도시개발, , ,20170630
342,00209647,대웅전기산업,DAEWOONG ELECTRIC INDUSTRIAL.CO.LTD., ,20170630
343,00370316,해피라인,"HAPPYLINE CO., LTD.", ,20170630
344,00134246,세원건설,"SEWON CONSTRUCTION CO.,LTD", ,20170630
345,00444806,린나이씨에스,Rinnai SC Corp., ,20170630
346,00233112,성우전자,Sungwoo Electronics, ,20170630
347,00450986,미도산업개발,"MI DO INDUSTRIAL CO., LTD.", ,20170630
348,00442206,덕성섬유,DUKSUNG TEXTILE CO., ,20170630
349,00361664,기흥종합건설,"Keeheung Construction Co, Ltd.", ,20170630
350,00370334,이에이치상사,"E.H Co.,Ltd.", ,20170630
351,00432616,웨이브티브이,"wavetv.co.,ltd", ,20170630
352,00405436,유니크,"Unique Co.,Ltd.", ,20170630
353,00414319,송학장갑,Songhakglove.co.ltd, ,20170630
354,00261610,위트비전, , ,20170630
355,00362432,월드무역,WORLD CORPORATION, ,20170630
356,00415293,오픈테크,"Opentech Co., Ltd.", ,20170630
357,00413204,아피아,APPIA CO.LTD, ,20170630
358,00413277,차세대정보통신,"Next Information Technology Co.,Ltd", ,20170630
359,00268455,조흥신탁유동화전문회사, , ,20170630
360,00273606,오토일천구백구십구의일유동화전문유한회사,AUTO 1999-1 SPC, ,20170630
361,00303369,한국토지신탁제이차유동화전문유한회사,KOREIT 2 Asset Securitization Specialty Co., ,20170630
362,00317043,포커스제1차유동화전문유한회사,"Focus 1st Securitization Specialty Co.,Ltd.", ,20170630
363,00328517,베스트이지제일차유동화전문유한회사,BESTez 1st Securitization Specialty Co. Ltd., ,20170630
364,00341776,모비스코람유동화전문유한회사,"Mobis-Koram ABS Specialty Co., Ltd.", ,20170630
365,00362131,아이에스피,"ISP.CO.,LTD", ,20170630
366,00427492,한실흥산,"Hansil Industries Co, Ltd.", ,20170630
367,00363413,아이티엔방송,"itn broadcasting co., ltd.", ,20170630
368,00302829,슈퍼데크코리아,"haedong superdeck cO.,ltD", ,20170630
369,00426758,산은부동산제오차유동화전문유한회사,KDB Real Estate Fifth Securitization Specialty L.L.C., ,20170630
370,00427474,덕화산업,DUCK HWA , ,20170630
371,00428695,국민카드이천이의일유동화전문유한회사,Kookmin Card Securitization 2002-1 Ltd., ,20170630
372,00366508,마일스톤벤처투자,"Milestone Venture Capital Co.,Ltd.", ,20170630
373,00402208,에스비아이코리아,"SBI Korea Co,.Ltd", ,20170630
374,00175021,씨티은행,"Citibank,N.A.,Seoul", ,20170630
375,00429250,AllianzFinanceB.V.,Allianz Finance B.V., ,20170630
